style_key,term,unmapped_reason
Baby/Children || Bag || Accessories || Pink || Solid,pink bag,
Ladieswear || Skirt || Skirts || Black || Other structure,black skirt,
Ladieswear || Skirt || Skirts || Black || Solid,black skirt,
Ladieswear || Skirt || Skirts || Black || Stripe,black skirt,
Ladieswear || Skirt || Skirts || Blue || All over pattern,blue skirt,
Ladieswear || Skirt || Skirts || Blue || Check,blue skirt,
Ladieswear || Skirt || Skirts || Blue || Denim,blue skirt,
Ladieswear || Skirt || Skirts || Blue || Jacquard,blue skirt,
Ladieswear || Skirt || Skirts || Blue || Solid,blue skirt,
Ladieswear || Skirt || Skirts || Blue || Stripe,blue skirt,
Ladieswear || Skirt || Skirts || Brown || Solid,brown skirt,
Ladieswear || Skirt || Skirts || Green || All over pattern,green skirt,
Ladieswear || Skirt || Skirts || Green || Solid,green skirt,
Ladieswear || Skirt || Skirts || Grey || Check,grey skirt,
Ladieswear || Skirt || Skirts || Grey || Solid,grey skirt,
Ladieswear || Skirt || Skirts || Khaki green || Solid,khaki skirt,
Ladieswear || Skirt || Skirts || Mole || Solid,,colour unmapped
Ladieswear || Skirt || Skirts || Orange || All over pattern,orange skirt,
Ladieswear || Skirt || Skirts || Orange || Solid,orange skirt,
Ladieswear || Skirt || Skirts || Pink || All over pattern,pink skirt,
Ladieswear || Skirt || Skirts || Pink || Solid,pink skirt,
Ladieswear || Skirt || Skirts || Red || All over pattern,red skirt,
Ladieswear || Skirt || Skirts || Red || Check,red skirt,
Ladieswear || Skirt || Skirts || Red || Solid,red skirt,
Ladieswear || Skirt || Skirts || Turquoise || Solid,turquoise skirt,
Ladieswear || Skirt || Skirts || White || All over pattern,white skirt,
Ladieswear || Skirt || Skirts || White || Solid,white skirt,
Ladieswear || Skirt || Skirts || White || Stripe,white skirt,
Ladieswear || Skirt || Skirts || Yellow || All over pattern,yellow skirt,
Ladieswear || Skirt || Skirts || Yellow || Solid,yellow skirt,
Ladieswear || Skirt || Special Offers || Black || Solid,black skirt,
Ladieswear || Skirt || Trousers Denim || Blue || Denim,blue skirt,
Ladieswear || Skirt || Trousers || Beige || All over pattern,beige skirt,
Ladieswear || Skirt || Trousers || Beige || Solid,beige skirt,
Ladieswear || Skirt || Trousers || Black || All over pattern,black skirt,
Ladieswear || Skirt || Trousers || Black || Solid,black skirt,
Ladieswear || Skirt || Trousers || Blue || All over pattern,blue skirt,
Ladieswear || Skirt || Trousers || Blue || Denim,blue skirt,
Ladieswear || Skirt || Trousers || Blue || Solid,blue skirt,
Ladieswear || Skirt || Trousers || Green || Solid,green skirt,
Ladieswear || Skirt || Trousers || Orange || Solid,orange skirt,
Ladieswear || Skirt || Trousers || White || All over pattern,white skirt,
Ladieswear || Skirt || Trousers || White || Solid,white skirt,
Ladieswear || Skirt || Trousers || Yellow || All over pattern,yellow skirt,
Ladieswear || Skirt || Trousers || Yellow || Solid,yellow skirt,
Ladieswear || Skirt || Unknown || Black || Solid,black skirt,
Ladieswear || Skirt || Unknown || Blue || Solid,blue skirt,
Ladieswear || Slippers || Shoes || Black || Solid,black slippers,
Ladieswear || Slippers || Socks and Tights || Pink || Solid,pink slippers,
Ladieswear || Sneakers || Shoes || Beige || All over pattern,beige sneakers,
Ladieswear || Sneakers || Shoes || Beige || Solid,beige sneakers,
Ladieswear || Sneakers || Shoes || Black || Solid,black sneakers,
Ladieswear || Sneakers || Shoes || Blue || Solid,blue sneakers,
Ladieswear || Sneakers || Shoes || Green || Solid,green sneakers,
Ladieswear || Sneakers || Shoes || Grey || Solid,grey sneakers,
Ladieswear || Sneakers || Shoes || Metal || Solid,,colour unmapped
Ladieswear || Sneakers || Shoes || Mole || Solid,,colour unmapped
Ladieswear || Sneakers || Shoes || Orange || Solid,orange sneakers,
Ladieswear || Sneakers || Shoes || Pink || Solid,pink sneakers,
Ladieswear || Sneakers || Shoes || White || Solid,white sneakers,
Ladieswear || Sneakers || Shoes || Yellow || Solid,yellow sneakers,
Ladieswear || Socks || Socks and Tights || Beige || All over pattern,beige socks,
Ladieswear || Socks || Socks and Tights || Beige || Melange,beige socks,
Ladieswear || Socks || Socks and Tights || Beige || Solid,beige socks,
Ladieswear || Socks || Socks and Tights || Black || All over pattern,black socks,
Ladieswear || Socks || Socks and Tights || Black || Contrast,black socks,
Ladieswear || Socks || Socks and Tights || Black || Glittering/Metallic,black socks,
Ladieswear || Socks || Socks and Tights || Black || Solid,black socks,
Ladieswear || Socks || Socks and Tights || Blue || Melange,blue socks,
Ladieswear || Socks || Socks and Tights || Grey || All over pattern,grey socks,
Ladieswear || Socks || Socks and Tights || Grey || Melange,grey socks,
Ladieswear || Socks || Socks and Tights || Grey || Solid,grey socks,
Ladieswear || Socks || Socks and Tights || Pink || All over pattern,pink socks,
Ladieswear || Socks || Socks and Tights || Pink || Glittering/Metallic,pink socks,
Ladieswear || Socks || Socks and Tights || Pink || Melange,pink socks,
Ladieswear || Socks || Socks and Tights || Pink || Solid,pink socks,
Ladieswear || Socks || Socks and Tights || Red || All over pattern,red socks,
Ladieswear || Socks || Socks and Tights || White || All over pattern,white socks,
Ladieswear || Socks || Socks and Tights || White || Placement print,white socks,
Ladieswear || Socks || Socks and Tights || White || Solid,white socks,
Ladieswear || Socks || Socks and Tights || White || Stripe,white socks,
Ladieswear || Sunglasses || Accessories || Beige || Solid,beige sunglasses,
Ladieswear || Sunglasses || Accessories || Black || Solid,black sunglasses,
Ladieswear || Sunglasses || Accessories || Brown || Melange,brown sunglasses,
Ladieswear || Sunglasses || Accessories || Brown || Solid,brown sunglasses,
Ladieswear || Sunglasses || Accessories || Green || Solid,green sunglasses,
Ladieswear || Sunglasses || Accessories || Grey || Solid,grey sunglasses,
Ladieswear || Sunglasses || Accessories || Metal || Solid,,colour unmapped
Ladieswear || Sunglasses || Accessories || Orange || Solid,orange sunglasses,
Ladieswear || Sunglasses || Accessories || Pink || Solid,pink sunglasses,
Ladieswear || Sunglasses || Accessories || Red || Solid,red sunglasses,
Ladieswear || Sunglasses || Accessories || White || Solid,white sunglasses,
Ladieswear || Sweater || Jersey Basic || Beige || Solid,beige sweater,
Ladieswear || Sweater || Jersey Basic || Black || Solid,black sweater,
Ladieswear || Sweater || Jersey Basic || Blue || Solid,blue sweater,
Ladieswear || Sweater || Jersey Basic || Grey || Melange,grey sweater,
Ladieswear || Sweater || Jersey Basic || Grey || Solid,grey sweater,
Ladieswear || Sweater || Jersey Basic || Khaki green || Solid,khaki sweater,
Ladieswear || Sweater || Jersey Basic || Pink || Solid,pink sweater,
Ladieswear || Sweater || Jersey Basic || White || Solid,white sweater,
Ladieswear || Sweater || Jersey Fancy || Beige || All over pattern,beige sweater,
Ladieswear || Sweater || Jersey Fancy || Beige || Melange,beige sweater,
Ladieswear || Sweater || Jersey Fancy || Beige || Solid,beige sweater,
Ladieswear || Sweater || Jersey Fancy || Black || Melange,black sweater,
Ladieswear || Sweater || Jersey Fancy || Black || Solid,black sweater,
Ladieswear || Sweater || Jersey Fancy || Blue || Solid,blue sweater,
Ladieswear || Sweater || Jersey Fancy || Blue || Stripe,blue sweater,
Ladieswear || Sweater || Jersey Fancy || Green || Solid,green sweater,
Ladieswear || Sweater || Jersey Fancy || Grey || All over pattern,grey sweater,
Ladieswear || Sweater || Jersey Fancy || Grey || Application/3D,grey sweater,
Ladieswear || Sweater || Jersey Fancy || Grey || Embroidery,grey sweater,
Ladieswear || Sweater || Jersey Fancy || Grey || Front print,grey sweater,
Ladieswear || Sweater || Jersey Fancy || Grey || Melange,grey sweater,
Ladieswear || Sweater || Jersey Fancy || Khaki green || Solid,khaki sweater,
Ladieswear || Sweater || Jersey Fancy || Mole || Solid,,colour unmapped
Ladieswear || Sweater || Jersey Fancy || Orange || Solid,orange sweater,
Ladieswear || Sweater || Jersey Fancy || Pink || Melange,pink sweater,
Ladieswear || Sweater || Jersey Fancy || Pink || Solid,pink sweater,
Ladieswear || Sweater || Jersey Fancy || Red || Solid,red sweater,
Ladieswear || Sweater || Jersey Fancy || Unknown || Solid,,colour unmapped
Ladieswear || Sweater || Jersey Fancy || White || Front print,white sweater,
Ladieswear || Sweater || Jersey Fancy || White || Solid,white sweater,
Ladieswear || Sweater || Jersey Fancy || Yellow || Melange,yellow sweater,
Ladieswear || Sweater || Jersey Fancy || Yellow || Solid,yellow sweater,
Ladieswear || Sweater || Knitwear || Beige || Glittering/Metallic,beige sweater,
Ladieswear || Sweater || Knitwear || Beige || Jacquard,beige sweater,
Ladieswear || Sweater || Knitwear || Beige || Melange,beige sweater,
Ladieswear || Sweater || Knitwear || Beige || Solid,beige sweater,
Ladieswear || Sweater || Knitwear || Beige || Stripe,beige sweater,
Ladieswear || Sweater || Knitwear || Black || Application/3D,black sweater,
Ladieswear || Sweater || Knitwear || Black || Jacquard,black sweater,
Ladieswear || Sweater || Knitwear || Black || Melange,black sweater,
Ladieswear || Sweater || Knitwear || Black || Solid,black sweater,
Ladieswear || Sweater || Knitwear || Black || Stripe,black sweater,
Ladieswear || Sweater || Knitwear || Blue || Glittering/Metallic,blue sweater,
Ladieswear || Sweater || Knitwear || Blue || Melange,blue sweater,
Ladieswear || Sweater || Knitwear || Blue || Other structure,blue sweater,
Ladieswear || Sweater || Knitwear || Blue || Solid,blue sweater,
Ladieswear || Sweater || Knitwear || Blue || Stripe,blue sweater,
Ladieswear || Sweater || Knitwear || Brown || Melange,brown sweater,
Ladieswear || Sweater || Knitwear || Brown || Solid,brown sweater,
Ladieswear || Sweater || Knitwear || Green || Melange,green sweater,
Ladieswear || Sweater || Knitwear || Green || Solid,green sweater,
Ladieswear || Sweater || Knitwear || Green || Stripe,green sweater,
Ladieswear || Sweater || Knitwear || Grey || Application/3D,grey sweater,
Ladieswear || Sweater || Knitwear || Grey || Dot,grey sweater,
Ladieswear || Sweater || Knitwear || Grey || Jacquard,grey sweater,
Ladieswear || Sweater || Knitwear || Grey || Melange,grey sweater,
Ladieswear || Sweater || Knitwear || Grey || Solid,grey sweater,
Ladieswear || Sweater || Knitwear || Khaki green || Melange,khaki sweater,
Ladieswear || Sweater || Knitwear || Khaki green || Solid,khaki sweater,
Ladieswear || Sweater || Knitwear || Lilac Purple || Melange,lilac sweater,
Ladieswear || Sweater || Knitwear || Lilac Purple || Solid,lilac sweater,
Ladieswear || Sweater || Knitwear || Mole || Melange,,colour unmapped
Ladieswear || Sweater || Knitwear || Mole || Solid,,colour unmapped
Ladieswear || Sweater || Knitwear || Orange || Melange,orange sweater,
Ladieswear || Sweater || Knitwear || Orange || Solid,orange sweater,
Ladieswear || Sweater || Knitwear || Pink || Melange,pink sweater,
Ladieswear || Sweater || Knitwear || Pink || Solid,pink sweater,
Ladieswear || Sweater || Knitwear || Pink || Stripe,pink sweater,
Ladieswear || Sweater || Knitwear || Red || Application/3D,red sweater,
Ladieswear || Sweater || Knitwear || Red || Jacquard,red sweater,
Ladieswear || Sweater || Knitwear || Red || Melange,red sweater,
Ladieswear || Sweater || Knitwear || Red || Solid,red sweater,
Ladieswear || Sweater || Knitwear || Turquoise || Melange,turquoise sweater,
Ladieswear || Sweater || Knitwear || Turquoise || Solid,turquoise sweater,
Ladieswear || Sweater || Knitwear || Unknown || Solid,,colour unmapped
Ladieswear || Sweater || Knitwear || White || Application/3D,white sweater,
Ladieswear || Sweater || Knitwear || White || Jacquard,white sweater,
Ladieswear || Sweater || Knitwear || White || Melange,white sweater,
Ladieswear || Sweater || Knitwear || White || Solid,white sweater,
Ladieswear || Sweater || Knitwear || White || Stripe,white sweater,
Ladieswear || Sweater || Knitwear || Yellow || Melange,yellow sweater,
Ladieswear || Sweater || Knitwear || Yellow || Solid,yellow sweater,
Ladieswear || Sweater || Special Offers || Black || Solid,black sweater,
"Ladieswear || Sweater || Under-, Nightwear || Beige || Melange",beige sweater,
"Ladieswear || Sweater || Under-, Nightwear || Beige || Solid",beige sweater,
"Ladieswear || Sweater || Under-, Nightwear || Black || Solid",black sweater,
"Ladieswear || Sweater || Under-, Nightwear || Grey || Melange",grey sweater,
"Ladieswear || Sweater || Under-, Nightwear || Orange || Solid",orange sweater,
"Ladieswear || Sweater || Under-, Nightwear || Pink || Solid",pink sweater,
"Ladieswear || Sweater || Under-, Nightwear || White || Solid",white sweater,
Ladieswear || Sweater || Unknown || Beige || Solid,beige sweater,
Ladieswear || Sweater || Unknown || Black || Solid,black sweater,
Ladieswear || Sweater || Unknown || Blue || Solid,blue sweater,
Ladieswear || Sweater || Unknown || Grey || Melange,grey sweater,
Ladieswear || Sweater || Unknown || Red || Solid,red sweater,
Ladieswear || Sweater || Unknown || White || Solid,white sweater,
Ladieswear || Swimsuit || Jersey Fancy || White || All over pattern,white swimsuit,
Ladieswear || Swimsuit || Swimwear || Beige || All over pattern,beige swimsuit,
Ladieswear || Swimsuit || Swimwear || Black || All over pattern,black swimsuit,
Ladieswear || Swimsuit || Swimwear || Black || Other structure,black swimsuit,
Ladieswear || Swimsuit || Swimwear || Black || Solid,black swimsuit,
Ladieswear || Swimsuit || Swimwear || Black || Stripe,black swimsuit,
Ladieswear || Swimsuit || Swimwear || Blue || All over pattern,blue swimsuit,
Ladieswear || Swimsuit || Swimwear || Blue || Solid,blue swimsuit,
Ladieswear || Swimsuit || Swimwear || Green || Other structure,green swimsuit,
Ladieswear || Swimsuit || Swimwear || Green || Solid,green swimsuit,
Ladieswear || Swimsuit || Swimwear || Orange || All over pattern,orange swimsuit,
Ladieswear || Swimsuit || Swimwear || Orange || Solid,orange swimsuit,
Ladieswear || Swimsuit || Swimwear || Red || Solid,red swimsuit,
Ladieswear || Swimsuit || Swimwear || White || All over pattern,white swimsuit,
Ladieswear || Swimsuit || Swimwear || White || Solid,white swimsuit,
Ladieswear || Swimsuit || Swimwear || White || Stripe,white swimsuit,
Ladieswear || Swimsuit || Swimwear || Yellow || Solid,yellow swimsuit,
Ladieswear || Swimwear bottom || Swimwear || Beige || All over pattern,beige bikini bottoms,
Ladieswear || Swimwear bottom || Swimwear || Black || All over pattern,black bikini bottoms,
Ladieswear || Swimwear bottom || Swimwear || Black || Lace,black bikini bottoms,
Ladieswear || Swimwear bottom || Swimwear || Black || Other structure,black bikini bottoms,
Ladieswear || Swimwear bottom || Swimwear || Black || Solid,black bikini bottoms,
Ladieswear || Swimwear bottom || Swimwear || Black || Stripe,black bikini bottoms,
Ladieswear || Swimwear bottom || Swimwear || Blue || All over pattern,blue bikini bottoms,
Ladieswear || Swimwear bottom || Swimwear || Blue || Other structure,blue bikini bottoms,
Ladieswear || Swimwear bottom || Swimwear || Blue || Solid,blue bikini bottoms,
Ladieswear || Swimwear bottom || Swimwear || Blue || Stripe,blue bikini bottoms,
Ladieswear || Swimwear bottom || Swimwear || Brown || Solid,brown bikini bottoms,
